Datetime,Open,High,Low,Close,Volume,atr,rrs_m5,rrs_d1
2017-01-03 10:40:00,159.17,159.23,159.11,159.16,36833,0.28,-1.866,
2017-01-03 10:45:00,159.13,159.17,159.1,159.11,36186,0.27,-1.869,
2017-01-03 10:50:00,159.1,159.29,159.09,159.26,19735,0.26,-1.027,
2017-01-03 10:55:00,159.28,159.28,159.08,159.12,22304,0.26,0.413,
2017-01-03 11:00:00,159.12,159.2,159.08,159.1,25439,0.25,1.857,
2017-01-03 11:05:00,159.1,159.12,158.97,159.0,34297,0.24,2.723,
2017-01-03 11:10:00,158.97,159.0,158.92,158.98,18355,0.23,2.637,
2017-01-03 11:15:00,158.98,159.14,158.87,158.87,37393,0.23,2.608,
2017-01-03 11:20:00,158.91,159.05,158.84,159.04,14776,0.23,2.389,
2017-01-03 11:25:00,159.03,159.04,158.87,158.88,13536,0.23,2.466,
2017-01-03 11:30:00,158.91,159.13,158.9,159.09,17299,0.23,2.868,
2017-01-03 11:35:00,159.06,159.17,158.93,158.96,26743,0.23,3.248,
2017-01-03 11:40:00,158.99,158.99,158.81,158.81,16158,0.23,2.996,
2017-01-03 11:45:00,158.79,158.93,158.75,158.89,23073,0.22,2.301,
2017-01-03 11:50:00,158.85,158.94,158.78,158.88,18564,0.22,1.239,
2017-01-03 11:55:00,158.94,158.94,158.73,158.81,22957,0.22,-0.027,
2017-01-03 12:00:00,158.84,158.97,158.84,158.88,15434,0.21,0.115,
2017-01-03 12:05:00,158.92,159.04,158.82,159.03,11397,0.21,1.342,
2017-01-03 12:10:00,159.03,159.24,159.03,159.24,14981,0.21,2.16,
2017-01-03 12:15:00,159.28,159.44,159.25,159.43,25188,0.21,2.947,
2017-01-03 12:20:00,159.44,159.45,159.33,159.34,11671,0.21,3.146,
2017-01-03 12:25:00,159.35,159.4,159.27,159.27,9063,0.2,2.536,
2017-01-03 12:30:00,159.27,159.31,159.24,159.24,9781,0.19,1.7,
2017-01-03 12:35:00,159.23,159.3,159.16,159.16,13741,0.19,1.233,
2017-01-03 12:40:00,159.17,159.26,159.16,159.18,11370,0.18,1.76,
2017-01-03 12:45:00,159.2,159.23,159.1,159.23,17175,0.18,1.591,
2017-01-03 12:50:00,159.23,159.23,159.18,159.22,7071,0.17,2.389,
2017-01-03 12:55:00,159.21,159.28,159.21,159.24,6858,0.16,3.023,
2017-01-03 13:00:00,159.26,159.3,159.23,159.25,12540,0.15,2.818,
2017-01-03 13:05:00,159.24,159.25,159.01,159.09,15512,0.16,1.443,
2017-01-03 13:10:00,159.08,159.13,159.08,159.1,10706,0.15,0.091,
2017-01-03 13:15:00,159.1,159.21,159.1,159.18,19468,0.15,-1.155,
2017-01-03 13:20:00,159.15,159.28,159.11,159.25,8455,0.15,-1.206,
