,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,SL,TP,Duration
0,50,488,495,41.3,41.24,-3.0,-0.0,2017-01-11 12:20:00,2017-01-11 12:55:00,41.082475112623705,42.17009954950517,0 days 00:35:00
1,50,488,495,41.3,41.24,-3.0,-0.0,2017-01-11 12:20:00,2017-01-11 12:55:00,41.082475112623705,41.73504977475258,0 days 00:35:00
2,50,496,502,41.29,41.23,-3.0,-0.0,2017-01-11 13:00:00,2017-01-11 13:30:00,41.08467790087597,42.11128839649613,0 days 00:30:00
3,50,496,502,41.29,41.23,-3.0,-0.0,2017-01-11 13:00:00,2017-01-11 13:30:00,41.08467790087597,41.700644198248064,0 days 00:30:00
4,50,516,531,41.42,41.48,3.0,0.0,2017-01-11 14:40:00,2017-01-11 15:55:00,41.213887517683325,42.19444992926668,0 days 01:15:00
5,50,516,531,41.42,41.48,3.0,0.0,2017-01-11 14:40:00,2017-01-11 15:55:00,41.213887517683325,41.80222496463334,0 days 01:15:00
6,50,593,609,41.4,41.47,3.5,0.0,2017-01-12 14:35:00,2017-01-12 15:55:00,41.25879248856814,42.06483004572745,0 days 01:20:00
7,50,593,609,41.4,41.47,3.5,0.0,2017-01-12 14:35:00,2017-01-12 15:55:00,41.25879248856814,41.742415022863725,0 days 01:20:00
8,50,635,684,41.64,41.55,-4.5,-0.0,2017-01-13 11:35:00,2017-01-13 15:40:00,41.466780690278455,42.382877238886174,0 days 04:05:00
9,50,635,684,41.64,41.55,-4.5,-0.0,2017-01-13 11:35:00,2017-01-13 15:40:00,41.466780690278455,42.016438619443086,0 days 04:05:00
10,50,1002,1012,41.84,41.58,-12.96,-0.01,2017-01-23 09:40:00,2017-01-23 10:30:00,,42.92659246624897,0 days 00:50:00
11,50,1002,1012,41.84,41.58,-12.96,-0.01,2017-01-23 09:40:00,2017-01-23 10:30:00,,42.388296233124485,0 days 00:50:00
12,50,1020,1074,41.7,42.26,27.77,0.01,2017-01-23 11:10:00,2017-01-23 15:40:00,41.40731165432268,42.25537669135463,0 days 04:30:00
13,50,1020,1077,41.7,42.24,27.0,0.01,2017-01-23 11:10:00,2017-01-23 15:55:00,41.40731165432268,42.820753382709256,0 days 04:45:00
14,50,1130,1155,42.45,42.49,2.0,0.0,2017-01-24 13:50:00,2017-01-24 15:55:00,42.31412175445455,43.09351298218181,0 days 02:05:00
15,50,1130,1155,42.45,42.49,2.0,0.0,2017-01-24 13:50:00,2017-01-24 15:55:00,42.31412175445455,42.7817564910909,0 days 02:05:00
16,50,1183,1230,42.58,42.89,15.36,0.01,2017-01-25 11:45:00,2017-01-25 15:40:00,42.44141329843739,42.88717340312523,0 days 03:55:00
17,50,1183,1233,42.58,42.91,16.5,0.01,2017-01-25 11:45:00,2017-01-25 15:55:00,42.44141329843739,43.18434680625046,0 days 04:10:00
18,50,1290,1311,42.75,42.77,1.0,0.0,2017-01-26 14:10:00,2017-01-26 15:55:00,42.61767033343384,43.27931866626463,0 days 01:45:00
19,50,1290,1311,42.75,42.77,1.0,0.0,2017-01-26 14:10:00,2017-01-26 15:55:00,42.61767033343384,43.014659333132315,0 days 01:45:00
20,-50,1392,1467,41.19,41.17,1.0,0.0,2017-01-30 09:40:00,2017-01-30 15:55:00,41.676690662102025,39.14323735159191,0 days 06:15:00
21,-50,1392,1467,41.19,41.17,1.0,0.0,2017-01-30 09:40:00,2017-01-30 15:55:00,41.676690662102025,40.156618675795954,0 days 06:15:00
22,-50,1470,1538,40.95,40.99,-2.0,-0.0,2017-01-31 09:40:00,2017-01-31 15:20:00,41.232936313182265,39.76825474727093,0 days 05:40:00
23,-50,1470,1538,40.95,40.99,-2.0,-0.0,2017-01-31 09:40:00,2017-01-31 15:20:00,41.232936313182265,40.354127373635464,0 days 05:40:00
24,-50,1554,1617,40.72,40.79,-3.5,-0.0,2017-02-01 10:10:00,2017-02-01 15:25:00,41.04645900674595,39.36416397301621,0 days 05:15:00
25,-50,1554,1617,40.72,40.79,-3.5,-0.0,2017-02-01 10:10:00,2017-02-01 15:25:00,41.04645900674595,40.037081986508106,0 days 05:15:00
26,-50,1668,1677,40.89,40.98,-4.5,-0.0,2017-02-02 13:10:00,2017-02-02 13:55:00,41.047167173026146,40.26133130789542,0 days 00:45:00
27,-50,1668,1677,40.89,40.98,-4.5,-0.0,2017-02-02 13:10:00,2017-02-02 13:55:00,41.047167173026146,40.57566565394771,0 days 00:45:00
28,-50,1693,1701,40.86,40.9,-2.0,-0.0,2017-02-02 15:15:00,2017-02-02 15:55:00,40.99672089064738,40.26311643741048,0 days 00:40:00
29,-50,1693,1701,40.86,40.9,-2.0,-0.0,2017-02-02 15:15:00,2017-02-02 15:55:00,40.99672089064738,40.55655821870524,0 days 00:40:00
30,-50,1770,1779,41.07,41.02,2.5,0.0,2017-02-03 15:10:00,2017-02-03 15:55:00,41.188475306836786,40.64609877265285,0 days 00:45:00
31,-50,1770,1779,41.07,41.02,2.5,0.0,2017-02-03 15:10:00,2017-02-03 15:55:00,41.188475306836786,40.86304938632642,0 days 00:45:00
32,-50,1782,1805,40.89,41.12,-11.35,-0.01,2017-02-06 09:40:00,2017-02-06 11:35:00,,40.0320549862553,0 days 01:55:00
33,-50,1782,1805,40.89,41.12,-11.35,-0.01,2017-02-06 09:40:00,2017-02-06 11:35:00,,40.46602749312765,0 days 01:55:00
34,-50,1822,1850,40.93,41.02,-4.5,-0.0,2017-02-06 13:00:00,2017-02-06 15:20:00,41.09625330031874,40.264986798725026,0 days 02:20:00
35,-50,1822,1850,40.93,41.02,-4.5,-0.0,2017-02-06 13:00:00,2017-02-06 15:20:00,41.09625330031874,40.59749339936251,0 days 02:20:00
36,-50,2016,2070,41.47,41.53,-3.0,-0.0,2017-02-09 09:40:00,2017-02-09 14:10:00,41.70218453733626,40.54126185065496,0 days 04:30:00
37,-50,2016,2070,41.47,41.53,-3.0,-0.0,2017-02-09 09:40:00,2017-02-09 14:10:00,41.70218453733626,41.00563092532748,0 days 04:30:00
