,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,SL,TP,Duration
0,50,655,667,135.25,134.88,-18.5,-0.0,2017-01-13 13:15:00,2017-01-13 14:15:00,134.83305083955995,136.02389832088008,0 days 01:00:00
1,50,690,751,135.67,135.64,-1.5,-0.0,2017-01-17 09:40:00,2017-01-17 14:45:00,135.0011828635214,137.00763427295718,0 days 05:05:00
2,50,849,851,136.47,135.92,-27.43,-0.0,2017-01-19 09:55:00,2017-01-19 10:05:00,,137.59729068642994,0 days 00:10:00
3,50,1002,1034,136.01,137.69,83.8,0.01,2017-01-23 09:40:00,2017-01-23 12:20:00,135.1569612862516,137.6860774274968,0 days 02:40:00
4,50,1035,1077,137.67,138.18,25.5,0.0,2017-01-23 12:25:00,2017-01-23 15:55:00,136.80572316223885,139.33855367552232,0 days 03:30:00
5,-50,1187,1233,138.05,137.63,21.0,0.0,2017-01-25 12:05:00,2017-01-25 15:55:00,138.58397396910692,136.95205206178613,0 days 03:50:00
6,-50,1403,1447,137.36,137.85,-24.5,-0.0,2017-01-30 10:35:00,2017-01-30 14:15:00,138.04298616261303,135.90402767477397,0 days 03:40:00
7,50,1594,1618,137.27,137.12,-7.5,-0.0,2017-02-01 13:30:00,2017-02-01 15:30:00,136.9000849931767,138.06983001364657,0 days 02:00:00
8,-50,1785,1857,137.5,136.58,46.0,0.01,2017-02-06 09:55:00,2017-02-06 15:55:00,138.19772605367967,136.10454789264065,0 days 06:00:00
9,-50,1882,1891,136.63,137.09,-23.0,-0.0,2017-02-07 11:30:00,2017-02-07 12:15:00,137.16271700695654,135.50456598608696,0 days 00:45:00
10,-50,1908,1935,136.65,136.53,6.0,0.0,2017-02-07 13:40:00,2017-02-07 15:55:00,137.1641499407704,135.62170011845924,0 days 02:15:00
11,-50,2183,2196,139.15,139.62,-23.5,-0.0,2017-02-13 10:35:00,2017-02-13 11:40:00,139.96123616935415,137.5575276612917,0 days 01:05:00
12,-50,2416,2479,141.68,141.61,3.5,0.0,2017-02-16 10:30:00,2017-02-16 15:45:00,142.63258617743992,139.74482764512013,0 days 05:15:00
13,50,2824,2871,145.22,145.89,33.5,0.0,2017-02-24 12:00:00,2017-02-24 15:55:00,144.6285189650116,146.4629620699768,0 days 03:55:00
14,50,3113,3183,147.45,147.88,21.5,0.0,2017-03-02 10:05:00,2017-03-02 15:55:00,146.47532976379034,149.3693404724193,0 days 05:50:00
15,50,3315,3339,147.17,147.35,9.0,0.0,2017-03-06 13:55:00,2017-03-06 15:55:00,146.8271472577202,147.82570548455956,0 days 02:00:00
16,50,3437,3495,146.47,146.84,18.5,0.0,2017-03-08 11:05:00,2017-03-08 15:55:00,145.72253445792288,147.96493108415424,0 days 04:50:00
17,50,3771,3807,147.18,147.29,5.5,0.0,2017-03-14 12:55:00,2017-03-14 15:55:00,146.73214459763005,148.10571080473989,0 days 03:00:00
18,-50,3824,3863,147.01,147.67,-33.05,-0.0,2017-03-15 10:50:00,2017-03-15 14:05:00,,145.6879825521288,0 days 03:15:00
19,50,3888,3963,148.68,148.6,-4.0,-0.0,2017-03-16 09:40:00,2017-03-16 15:55:00,147.47177741632555,151.09644516734892,0 days 06:15:00
20,50,3966,3987,148.97,148.32,-32.5,-0.0,2017-03-17 09:40:00,2017-03-17 11:25:00,148.12064870171073,150.5187025965785,0 days 01:45:00
21,50,4020,4041,148.66,149.16,25.0,0.0,2017-03-17 14:10:00,2017-03-17 15:55:00,148.26307134500502,149.48385730998993,0 days 01:45:00
22,50,4050,4060,148.76,148.52,-12.0,-0.0,2017-03-20 10:10:00,2017-03-20 11:00:00,147.7580243035431,150.67395139291378,0 days 00:50:00
23,50,4212,4259,147.47,147.1,-18.5,-0.0,2017-03-22 10:40:00,2017-03-22 14:35:00,146.48934959283048,149.43130081433904,0 days 03:55:00
24,50,4278,4353,147.63,147.9,13.5,0.0,2017-03-23 09:40:00,2017-03-23 15:55:00,146.75516945097993,149.13966109804016,0 days 06:15:00
25,50,4367,4410,148.22,147.92,-15.0,-0.0,2017-03-24 10:35:00,2017-03-24 14:10:00,147.06661683953334,150.52676632093332,0 days 03:35:00
26,-50,4593,4634,146.55,146.68,-6.5,-0.0,2017-03-29 09:55:00,2017-03-29 13:20:00,147.43461170100682,144.7807765979864,0 days 03:25:00
27,-50,4695,4742,146.64,146.83,-9.5,-0.0,2017-03-30 11:55:00,2017-03-30 15:50:00,147.23169714118498,145.45660571763,0 days 03:55:00
28,-50,4802,4821,146.7,147.04,-17.0,-0.0,2017-03-31 14:20:00,2017-03-31 15:55:00,147.07209786781053,145.9558042643789,0 days 01:35:00
29,-50,4827,4890,146.39,146.66,-13.5,-0.0,2017-04-03 09:55:00,2017-04-03 15:10:00,147.210277769812,144.74944446037597,0 days 05:15:00
30,-50,4913,4928,146.24,146.76,-26.0,-0.0,2017-04-04 10:35:00,2017-04-04 11:50:00,147.04172076046572,144.63655847906858,0 days 01:15:00
31,-50,4937,4977,146.31,146.28,1.5,0.0,2017-04-04 12:35:00,2017-04-04 15:55:00,146.77636786326644,145.37726427346712,0 days 03:20:00
32,50,5103,5119,147.81,147.36,-22.58,-0.0,2017-04-06 13:25:00,2017-04-06 14:45:00,,148.68336200357697,0 days 01:20:00
33,50,5145,5162,147.6,147.3,-15.0,-0.0,2017-04-07 10:25:00,2017-04-07 11:50:00,146.821710635527,149.27657872894594,0 days 01:25:00
34,50,5198,5202,147.41,147.18,-11.5,-0.0,2017-04-07 14:50:00,2017-04-07 15:10:00,146.96766253042117,148.29467493915766,0 days 00:20:00
35,50,5214,5289,147.7,148.3,30.0,0.0,2017-04-10 09:40:00,2017-04-10 15:55:00,146.94919368051185,149.23161263897632,0 days 06:15:00
36,50,5335,5367,148.33,148.1,-11.5,-0.0,2017-04-11 13:15:00,2017-04-11 15:55:00,147.7903080501815,149.379383899637,0 days 02:40:00
37,50,5604,5629,147.8,147.09,-35.47,-0.0,2017-04-18 09:40:00,2017-04-18 11:45:00,,149.30899045390854,0 days 02:05:00
38,50,5640,5679,147.49,147.82,16.5,0.0,2017-04-18 12:40:00,2017-04-18 15:55:00,146.8130291736795,148.873941652641,0 days 03:15:00
